Talker,Dialect,Target,Repetition,duration,F1,F2,F1_lob,F2_lob,Height,Backness
MI1,Midland,logs,3,0.213,638.0,808.0,0.7688338472285352,-1.3794019759679128,-0.7688338472285352,1.3794019759679128
MI1,Midland,whod,1,0.197,299.0,930.0,-1.373473764071407,-1.1458205973972297,1.373473764071407,1.1458205973972297
MI1,Midland,whod,2,0.238,306.0,920.0,-1.3292373237200807,-1.164966612034171,1.3292373237200807,1.164966612034171
MI1,Midland,whod,3,0.218,316.0,890.0,-1.266042408932472,-1.2224046559449948,1.266042408932472,1.2224046559449948
MI1,Midland,whod,4,0.239,301.0,946.0,-1.3608347811138852,-1.1151869739781237,1.3608347811138852,1.1151869739781237
MI1,Midland,whod,5,0.256,294.0,1046.0,-1.4050712214652115,-0.9237268276087115,1.4050712214652115,0.9237268276087115
MI2,Midland,frogs,1,0.16,582.0,1123.0,1.013514063747116,-0.9078535155000148,-1.013514063747116,0.9078535155000148
MI2,Midland,frogs,2,0.166,573.0,1163.0,0.9285251663127908,-0.8173561102394787,-0.9285251663127908,0.8173561102394787
MI2,Midland,frogs,3,0.15,597.0,1143.0,1.1551622261376584,-0.8626048128697468,-1.1551622261376584,0.8626048128697468
MI2,Midland,had,1,0.155,616.0,1735.0,1.3345832318323452,0.4767567849861882,-1.3345832318323452,-0.4767567849861882
MI2,Midland,had,2,0.186,629.0,1770.0,1.4573449725708152,0.5559420145891574,-1.4573449725708152,-0.5559420145891574
MI2,Midland,had,3,0.232,653.0,1745.0,1.683982032395683,0.49938113630132225,-1.683982032395683,-0.49938113630132225
MI2,Midland,had,4,0.207,604.0,1733.0,1.2212647019199114,0.4722319147231614,-1.2212647019199114,-0.4722319147231614
MI2,Midland,had,5,0.202,622.0,1716.0,1.3912424967885622,0.4337705174874335,-1.3912424967885622,-0.4337705174874335
MI2,Midland,hayed,1,0.198,403.0,2042.0,-0.6768206741133548,1.1713243703608032,0.6768206741133548,-1.1713243703608032
MI2,Midland,hayed,2,0.207,412.0,2126.0,-0.5918317766790294,1.361368921407929,0.5918317766790294,-1.361368921407929
MI2,Midland,hayed,3,0.192,389.0,2226.0,-0.8090256256778608,1.5876124345592695,0.8090256256778608,-1.5876124345592695
MI2,Midland,hayed,4,0.207,402.0,2161.0,-0.686263884939391,1.4405541510108981,0.686263884939391,-1.4405541510108981
MI2,Midland,hayed,5,0.237,409.0,2032.0,-0.6201614091571379,1.148700019045669,0.6201614091571379,-1.148700019045669
MI2,Midland,head,1,0.143,513.0,1740.0,0.36193251675062177,0.4880689606437552,-0.36193251675062177,-0.4880689606437552
MI2,Midland,head,2,0.116,534.0,1771.0,0.560239944097381,0.5582044497206707,-0.560239944097381,-0.5582044497206707
MI2,Midland,head,3,0.127,520.0,1821.0,0.42803499253287486,0.6713262062963409,-0.42803499253287486,-0.6713262062963409
MI2,Midland,head,4,0.146,511.0,1770.0,0.3430460950985495,0.5559420145891574,-0.3430460950985495,-0.5559420145891574
MI2,Midland,head,5,0.176,530.0,1725.0,0.5224671007932363,0.45413243367105416,-0.5224671007932363,-0.45413243367105416
MI2,Midland,heed,1,0.208,292.0,2301.0,-1.7250170758033674,1.7572950694227747,1.7250170758033674,-1.7572950694227747
MI2,Midland,heed,2,0.172,297.0,2301.0,-1.6778010216731867,1.7572950694227747,1.6778010216731867,-1.7572950694227747
MI2,Midland,heed,3,0.177,310.0,2243.0,-1.5550392809347167,1.6260738317949972,1.5550392809347167,-1.6260738317949972
MI2,Midland,heed,4,0.204,324.0,2376.0,-1.4228343293702106,1.92697770428628,1.4228343293702106,-1.92697770428628
MI2,Midland,heed,5,0.213,314.0,2381.0,-1.5172664376305722,1.938289879943847,1.5172664376305722,-1.938289879943847
MI2,Midland,hid,1,0.124,428.0,1954.0,-0.440740403462451,0.9722300787876236,0.440740403462451,-0.9722300787876236
MI2,Midland,hid,2,0.127,445.0,1850.0,-0.28020581941983647,0.7369368251102296,0.28020581941983647,-0.7369368251102296
MI2,Midland,hid,3,0.116,412.0,1919.0,-0.5918317766790294,0.8930448491846544,0.5918317766790294,-0.8930448491846544
MI2,Midland,hid,4,0.116,439.0,1916.0,-0.33686508437605334,0.8862575437901142,0.33686508437605334,-0.8862575437901142
MI2,Midland,hid,5,0.136,404.0,1924.0,-0.6673774632873186,0.9043570248422215,0.6673774632873186,-0.9043570248422215
MI2,Midland,hod,1,0.143,603.0,1130.0,1.2118214910938754,-0.892016469579421,-1.2118214910938754,0.892016469579421
MI2,Midland,hod,3,0.199,589.0,1114.0,1.0796165395293693,-0.9282154316836355,-1.0796165395293693,0.9282154316836355
MI2,Midland,hod,4,0.192,653.0,1101.0,1.683982032395683,-0.9576270883933097,-1.683982032395683,0.9576270883933097
MI2,Midland,hod,5,0.19,648.0,1143.0,1.6367659782655022,-0.8626048128697468,-1.6367659782655022,0.8626048128697468
MI2,Midland,hoed,1,0.195,401.0,1025.0,-0.6957070957654271,-1.1295721583883285,0.6957070957654271,1.1295721583883285
MI2,Midland,hoed,2,0.214,438.0,1120.0,-0.3463082952020895,-0.914640820894555,0.3463082952020895,0.914640820894555
MI2,Midland,hoed,3,0.241,421.0,1082.0,-0.5068428792447041,-1.0006133558920645,0.5068428792447041,1.0006133558920645
MI2,Midland,hoed,4,0.235,437.0,1052.0,-0.35575150602812566,-1.0684864098374665,0.35575150602812566,1.0684864098374665
MI2,Midland,hoed,5,0.248,429.0,1095.0,-0.43129719263641486,-0.9712016991823902,0.43129719263641486,0.9712016991823902
MI2,Midland,hood,1,0.136,478.0,1272.0,0.031420137839356516,-0.5707506809045176,-0.031420137839356516,0.5707506809045176
MI2,Midland,hood,2,0.134,455.0,1290.0,-0.18577371115947494,-0.5300268485372764,0.18577371115947494,0.5300268485372764
MI2,Midland,hood,3,0.15,406.0,1151.0,-0.6484910416352463,-0.8445053318176395,0.6484910416352463,0.8445053318176395
MI2,Midland,hood,4,0.154,446.0,1245.0,-0.2707626085938003,-0.6318364294553795,0.2707626085938003,0.6318364294553795
MI2,Midland,hood,5,0.145,463.0,1263.0,-0.11022802455118573,-0.5911125970881383,0.11022802455118573,0.5911125970881383
MI2,Midland,hud,1,0.14,560.0,1294.0,0.8057634255743209,-0.5209771080112228,-0.8057634255743209,0.5209771080112228
MI2,Midland,hud,2,0.12,576.0,1287.0,0.9568547987908993,-0.5368141539318166,-0.9568547987908993,0.5368141539318166
MI2,Midland,hud,3,0.142,559.0,1274.0,0.7963202147482847,-0.5662258106414909,-0.7963202147482847,0.5662258106414909
MI2,Midland,hud,4,0.146,535.0,1311.0,0.5696831549234171,-0.48251571077549493,-0.5696831549234171,0.48251571077549493
MI2,Midland,hud,5,0.146,549.0,1317.0,0.7018881064879232,-0.46894109998641453,-0.7018881064879232,0.46894109998641453
MI2,Midland,logs,1,0.23,534.0,953.0,0.560239944097381,-1.2924674878572935,-0.560239944097381,1.2924674878572935
MI2,Midland,logs,2,0.146,568.0,1026.0,0.8813091121826101,-1.127309723256815,-0.8813091121826101,1.127309723256815
MI2,Midland,logs,3,0.201,563.0,1044.0,0.8340930580524293,-1.0865858908895738,-0.8340930580524293,1.0865858908895738
MI2,Midland,whod,1,0.234,301.0,1058.0,-1.640028178369042,-1.054911799048386,1.640028178369042,1.054911799048386
MI2,Midland,whod,2,0.209,339.0,1149.0,-1.2811861669796685,-0.8490302020806664,1.2811861669796685,0.8490302020806664
MI2,Midland,whod,3,0.213,338.0,1276.0,-1.2906293778057045,-0.5617009403784641,1.2906293778057045,0.5617009403784641
MI2,Midland,whod,4,0.2,330.0,984.0,-1.3661750644139938,-1.222331998780378,1.3661750644139938,1.222331998780378
MI2,Midland,whod,5,0.248,324.0,1072.0,-1.4228343293702106,-1.0232377072071983,1.4228343293702106,1.0232377072071983
MI3,Midland,frogs,1,0.143,587.0,1230.0,0.6840989357658585,-1.0820444188589142,-0.6840989357658585,1.0820444188589142
MI3,Midland,frogs,2,0.165,617.0,1175.0,0.9497684253836676,-1.2389067369463405,-0.9497684253836676,1.2389067369463405
MI3,Midland,frogs,3,0.146,613.0,1202.0,0.9143458267679596,-1.1619015989761494,-0.9143458267679596,1.1619015989761494
MI3,Midland,had,1,0.214,622.0,1833.0,0.9940466736533023,0.6377369958086853,-0.9940466736533023,-0.6377369958086853
MI3,Midland,had,2,0.205,627.0,1836.0,1.0383249219229373,0.6462931222498176,-1.0383249219229373,-0.6462931222498176
MI3,Midland,had,3,0.189,631.0,1780.0,1.073747520538645,0.48657876201534733,-1.073747520538645,-0.48657876201534733
MI3,Midland,had,4,0.191,610.0,1812.0,0.8877788778061787,0.5778441107207589,-0.8877788778061787,-0.5778441107207589
MI3,Midland,had,5,0.196,603.0,1794.0,0.8257893302286899,0.5265073520739649,-0.8257893302286899,-0.5265073520739649
MI3,Midland,hayed,1,0.21,433.0,2086.0,-0.679671110938895,1.3593036590108456,0.679671110938895,-1.3593036590108456
MI3,Midland,hayed,2,0.211,445.0,2049.0,-0.5734033150917713,1.2537780995702135,0.5734033150917713,-1.2537780995702135
MI3,Midland,hayed,3,0.186,416.0,1994.0,-0.8302171550556534,1.0969157814827872,0.8302171550556534,-1.0969157814827872
MI3,Midland,hayed,4,0.183,461.0,2035.0,-0.4317129206289398,1.213849509511596,0.4317129206289398,-1.213849509511596
MI3,Midland,hayed,5,0.186,426.0,1989.0,-0.7416606585163837,1.0826555707475667,0.7416606585163837,-1.0826555707475667
MI3,Midland,head,1,0.15,541.0,1779.0,0.27673905168521784,0.48372671986830323,-0.27673905168521784,-0.48372671986830323
MI3,Midland,head,2,0.147,523.0,1805.0,0.11733735791453236,0.5578798156914502,-0.11733735791453236,-0.5578798156914502
MI3,Midland,head,3,0.142,522.0,1814.0,0.10848170826060538,0.5835481950148471,-0.10848170826060538,-0.5835481950148471
MI3,Midland,head,4,0.14,530.0,1789.0,0.17932690549202115,0.5122471413387444,-0.17932690549202115,-0.5122471413387444
MI3,Midland,head,5,0.137,536.0,1788.0,0.23246080341558298,0.5093950991917002,-0.23246080341558298,-0.5093950991917002
MI3,Midland,heed,1,0.168,305.0,2309.0,-1.813194266641547,1.9953090578016826,1.813194266641547,-1.9953090578016826
MI3,Midland,heed,2,0.189,316.0,2281.0,-1.7157821204483505,1.9154518776844476,1.7157821204483505,-1.9154518776844476
MI3,Midland,heed,3,0.159,316.0,2279.0,-1.7157821204483505,1.9097477933903593,1.7157821204483505,-1.9097477933903593
MI3,Midland,heed,4,0.154,306.0,2237.0,-1.80433861698762,1.7899620232145066,1.80433861698762,-1.7899620232145066
MI3,Midland,heed,5,0.178,291.0,2250.0,-1.9371733617965248,1.82703857112608,1.9371733617965248,-1.82703857112608
MI3,Midland,hid,1,0.149,463.0,1869.0,-0.41400162132108587,0.7404105131022733,0.41400162132108587,-0.7404105131022733
MI3,Midland,hid,2,0.151,447.0,1902.0,-0.5556920157839174,0.834527903954729,0.5556920157839174,-0.834527903954729
MI3,Midland,hid,3,0.153,430.0,1939.0,-0.7062380599006759,0.9400534633953612,0.7062380599006759,-0.9400534633953612
MI3,Midland,hid,4,0.129,459.0,1901.0,-0.4494242199367937,0.8316758618076849,0.4494242199367937,-0.8316758618076849
MI3,Midland,hid,5,0.145,479.0,1891.0,-0.2723112268582543,0.8031554403372438,0.2723112268582543,-0.8031554403372438
MI3,Midland,hod,1,0.187,734.0,1328.0,1.985879434893123,-0.8025442884485913,-1.985879434893123,0.8025442884485913
MI3,Midland,hod,2,0.202,726.0,1264.0,1.9150342376617073,-0.9850749858594144,-1.9150342376617073,0.9850749858594144
MI3,Midland,hod,3,0.203,704.0,1320.0,1.720209945275314,-0.8253606256249442,-1.720209945275314,0.8253606256249442
MI3,Midland,hod,4,0.203,714.0,1311.0,1.8087664418145837,-0.8510290049483412,-1.8087664418145837,0.8510290049483412
MI3,Midland,hod,5,0.207,705.0,1326.0,1.7290655949292408,-0.8082483727426795,-1.7290655949292408,0.8082483727426795
MI3,Midland,hoed,1,0.18,481.0,1197.0,-0.2545999275504004,-1.17616180971137,0.2545999275504004,1.17616180971137
MI3,Midland,hoed,2,0.187,512.0,1194.0,0.019925211721335684,-1.1847179361525022,-0.019925211721335684,1.1847179361525022
MI3,Midland,hoed,3,0.186,486.0,1204.0,-0.21032167928076553,-1.1561975146820611,0.21032167928076553,1.1561975146820611
MI3,Midland,hoed,4,0.188,495.0,1223.0,-0.1306208323954228,-1.102008713888223,0.1306208323954228,1.102008713888223
MI3,Midland,hoed,5,0.184,495.0,1211.0,-0.1306208323954228,-1.1362332196527525,0.1306208323954228,1.1362332196527525
MI3,Midland,hood,1,0.151,484.0,1435.0,-0.22803297858861948,-0.4973757787148713,0.22803297858861948,0.4973757787148713
MI3,Midland,hood,2,0.141,456.0,1345.0,-0.4759911688985746,-0.7540595719488414,0.4759911688985746,0.7540595719488414
MI3,Midland,hood,3,0.144,482.0,1417.0,-0.24574427789647343,-0.5487125373616654,0.24574427789647343,0.5487125373616654
MI3,Midland,hood,4,0.152,479.0,1326.0,-0.2723112268582543,-0.8082483727426795,0.2723112268582543,0.8082483727426795
MI3,Midland,hood,5,0.137,515.0,1416.0,0.046492160683116596,-0.5515645795087094,-0.046492160683116596,0.5515645795087094
MI3,Midland,hud,1,0.149,595.0,1460.0,0.7549441329972743,-0.42607472503876853,-0.7549441329972743,0.42607472503876853
MI3,Midland,hud,2,0.145,592.0,1455.0,0.7283771840354933,-0.4403349357739891,-0.7283771840354933,0.4403349357739891
MI3,Midland,hud,3,0.15,565.0,1476.0,0.4892746433794651,-0.38044205068606274,-0.4892746433794651,0.38044205068606274
MI3,Midland,hud,4,0.166,586.0,1474.0,0.6752432861119315,-0.38614613498015093,-0.6752432861119315,0.38614613498015093
MI3,Midland,hud,5,0.153,550.0,1414.0,0.3564398985705605,-0.5572686638027976,-0.3564398985705605,0.5572686638027976
MI3,Midland,logs,1,0.185,591.0,1126.0,0.7195215343815663,-1.378656802151502,-0.7195215343815663,1.378656802151502
MI3,Midland,logs,2,0.19,595.0,1052.0,0.7549441329972743,-1.5897079210327663,-0.7549441329972743,1.5897079210327663
MI3,Midland,logs,3,0.166,610.0,1165.0,0.8877788778061787,-1.2674271584167816,-0.8877788778061787,1.2674271584167816
MI3,Midland,whod,1,0.171,340.0,1436.0,-1.5032465287541033,-0.49452373656782717,1.5032465287541033,0.49452373656782717
MI3,Midland,whod,2,0.16,360.0,1487.0,-1.3261335356755637,-0.3490695870685775,1.3261335356755637,0.3490695870685775
MI3,Midland,whod,3,0.174,385.0,1461.0,-1.1047422943273895,-0.4232226828917244,1.1047422943273895,0.4232226828917244
MI3,Midland,whod,4,0.176,398.0,1544.0,-0.9896188488263389,-0.1865031846870631,0.9896188488263389,0.1865031846870631
MI3,Midland,whod,5,0.158,356.0,1411.0,-1.3615561342912716,-0.56582479024393,1.3615561342912716,0.56582479024393
MI4,Midland,frogs,1,0.145,593.0,1031.0,0.560223267159996,-1.2920162778610935,-0.560223267159996,1.2920162778610935
MI4,Midland,frogs,2,0.176,608.0,1009.0,0.6778995723398902,-1.3493440908094787,-0.6778995723398902,1.3493440908094787
MI4,Midland,frogs,3,0.141,620.0,1010.0,0.7720406164838054,-1.3467382811300066,-0.7720406164838054,1.3467382811300066
MI4,Midland,had,1,0.222,764.0,1743.0,1.9017331462107885,0.5633202139230132,-1.9017331462107885,-0.5633202139230132
MI4,Midland,had,2,0.209,737.0,1619.0,1.6899157968869791,0.24019981366847784,-1.6899157968869791,-0.24019981366847784
MI4,Midland,had,3,0.221,729.0,1614.0,1.6271551007910356,0.22717076527111754,-1.6271551007910356,-0.22717076527111754
MI4,Midland,had,4,0.204,711.0,1641.0,1.4859435345751628,0.29752762661686316,-1.4859435345751628,-0.29752762661686316
MI4,Midland,had,5,0.228,744.0,1687.0,1.7448314059709298,0.4173948718725779,-1.7448314059709298,-0.4173948718725779
MI4,Midland,hayed,1,0.194,485.0,1996.0,-0.2870461301352412,1.2225900628294444,0.2870461301352412,-1.2225900628294444
MI4,Midland,hayed,2,0.218,499.0,1984.0,-0.1772149119673401,1.1913203466757798,0.1772149119673401,-1.1913203466757798
MI4,Midland,hayed,3,0.213,489.0,1879.0,-0.2556657820872695,0.9177103303312134,0.2556657820872695,-0.9177103303312134
MI4,Midland,hayed,4,0.217,458.0,1925.0,-0.4988634794590506,1.0375775755869283,0.4988634794590506,-1.0375775755869283
MI4,Midland,hayed,5,0.191,460.0,1921.0,-0.4831733054350647,1.02715433686904,0.4831733054350647,-1.02715433686904
MI4,Midland,head,1,0.176,590.0,1807.0,0.5366880061240172,0.7300920334092251,-0.5366880061240172,-0.7300920334092251
MI4,Midland,head,2,0.178,568.0,1747.0,0.3640960918601726,0.5737434526409015,-0.3640960918601726,-0.5737434526409015
MI4,Midland,head,3,0.175,542.0,1786.0,0.16012382954835624,0.6753700301403118,-0.16012382954835624,-0.6753700301403118
MI4,Midland,head,4,0.186,536.0,1770.0,0.11305330747639862,0.6336770752687589,-0.11305330747639862,-0.6336770752687589
MI4,Midland,head,5,0.179,551.0,1739.0,0.2307296126562927,0.552896975205125,-0.2307296126562927,-0.552896975205125
MI4,Midland,heed,1,0.198,316.0,2303.0,-1.6128658351620477,2.022573634427367,1.6128658351620477,-2.022573634427367
MI4,Midland,heed,2,0.187,300.0,2256.0,-1.7383872273539347,1.9001005794921801,1.7383872273539347,-1.9001005794921801
MI4,Midland,heed,3,0.187,285.0,2219.0,-1.8560635325338288,1.8036856213517138,1.8560635325338288,-1.8036856213517138
MI4,Midland,heed,4,0.227,331.0,2156.0,-1.4951895299821536,1.6395196115449742,1.4951895299821536,-1.6395196115449742
MI4,Midland,heed,5,0.17,327.0,2223.0,-1.5265698780301256,1.814108860069602,1.5265698780301256,-1.814108860069602
MI4,Midland,hid,1,0.159,454.0,1944.0,-0.5302438275070223,1.0870879594968974,0.5302438275070223,-1.0870879594968974
MI4,Midland,hid,2,0.17,416.0,1894.0,-0.828357133962754,0.9567974755232943,0.828357133962754,-0.9567974755232943
MI4,Midland,hid,3,0.178,438.0,1974.0,-0.6557652196989093,1.1652622498810592,0.6557652196989093,-1.1652622498810592
MI4,Midland,hid,4,0.156,425.0,1919.0,-0.7577513508548175,1.021942717510096,0.7577513508548175,-1.021942717510096
MI4,Midland,hid,5,0.165,458.0,1978.0,-0.4988634794590506,1.1756854885989474,0.4988634794590506,-1.1756854885989474
MI4,Midland,hod,1,0.232,710.0,1171.0,1.4780984475631698,-0.927202922735005,-1.4780984475631698,0.927202922735005
MI4,Midland,hod,2,0.215,731.0,1221.0,1.6428452748150215,-0.796912438761402,-1.6428452748150215,0.796912438761402
MI4,Midland,hod,3,0.233,703.0,1166.0,1.4231828384792193,-0.9402319711323653,-1.4231828384792193,0.9402319711323653
MI4,Midland,hod,4,0.234,684.0,1122.0,1.2741261852513535,-1.054887597029136,-1.2741261852513535,1.054887597029136
MI4,Midland,hod,5,0.245,704.0,1155.0,1.4310279254912122,-0.9688958776065579,-1.4310279254912122,0.9688958776065579
MI4,Midland,hoed,1,0.225,527.0,1294.0,0.04244752436846217,-0.6066883321599417,-0.04244752436846217,0.6066883321599417
MI4,Midland,hoed,2,0.234,516.0,1284.0,-0.04384843276346015,-0.6327464289546623,0.04384843276346015,0.6327464289546623
MI4,Midland,hoed,3,0.221,484.0,1245.0,-0.29489121714723415,-0.7343730064540726,0.29489121714723415,0.7343730064540726
MI4,Midland,hoed,4,0.202,462.0,1240.0,-0.4674831314110788,-0.7474020548514329,0.4674831314110788,0.7474020548514329
MI4,Midland,hoed,5,0.221,480.0,1204.0,-0.3262715651952059,-0.841211203312427,0.3262715651952059,0.841211203312427
MI4,Midland,hood,1,0.176,459.0,1195.0,-0.49101839244705764,-0.8646634904276755,0.49101839244705764,0.8646634904276755
MI4,Midland,hood,2,0.202,452.0,1245.0,-0.5459340015310082,-0.7343730064540726,0.5459340015310082,0.7343730064540726
MI4,Midland,hood,3,0.195,457.0,1224.0,-0.5067085664710435,-0.7890950097229859,0.5067085664710435,0.7890950097229859
MI4,Midland,hood,4,0.194,452.0,1201.0,-0.5459340015310082,-0.8490286323508432,0.5459340015310082,0.8490286323508432
MI4,Midland,hood,5,0.176,474.0,1261.0,-0.37334208726716356,-0.6926800515825197,0.37334208726716356,0.6926800515825197
MI4,Midland,hud,1,0.186,570.0,1227.0,0.37978626588415854,-0.7812775806845697,-0.37978626588415854,0.7812775806845697
MI4,Midland,hud,2,0.183,586.0,1236.0,0.5053076580760455,-0.7578252935693212,-0.5053076580760455,0.7578252935693212
MI4,Midland,hud,3,0.187,589.0,1288.0,0.5288429191120243,-0.622323190236774,-0.5288429191120243,0.622323190236774
MI4,Midland,hud,4,0.187,576.0,1304.0,0.42685678795611615,-0.5806302353652211,-0.42685678795611615,0.5806302353652211
MI4,Midland,hud,5,0.178,626.0,1250.0,0.819111138555763,-0.7213439580567123,-0.819111138555763,0.7213439580567123
MI4,Midland,logs,1,0.24,609.0,956.0,0.6857446593518831,-1.487452003821498,-0.6857446593518831,1.487452003821498
MI4,Midland,logs,2,0.205,577.0,958.0,0.4347018749681091,-1.4822403844625538,-0.4347018749681091,1.4822403844625538
MI4,Midland,logs,3,0.118,575.0,965.0,0.4190117009441232,-1.4639997167062493,-0.4190117009441232,1.4639997167062493
MI4,Midland,whod,1,0.197,341.0,1492.0,-1.4167386598622242,-0.09073801562447377,1.4167386598622242,0.09073801562447377
MI4,Midland,whod,2,0.212,351.0,1500.0,-1.338287789742295,-0.0698915381886973,1.338287789742295,0.0698915381886973
MI4,Midland,whod,3,0.192,372.0,1483.0,-1.1735409624904432,-0.1141903027397223,1.1735409624904432,0.1141903027397223
MI4,Midland,whod,4,0.205,352.0,1432.0,-1.330442702730302,-0.24708659639279737,1.330442702730302,0.24708659639279737
MI4,Midland,whod,5,0.211,356.0,1409.0,-1.2990623546823303,-0.30702021902065474,1.2990623546823303,0.30702021902065474
MI6,Midland,frogs,1,0.183,723.0,1317.0,0.7933441097650011,-0.9010566881959104,-0.7933441097650011,0.9010566881959104
MI6,Midland,frogs,2,0.09,708.0,1256.0,0.7010053191037013,-1.031128089771182,-0.7010053191037013,1.031128089771182
MI6,Midland,frogs,3,0.171,722.0,1271.0,0.7871881903875811,-0.999143318892017,-0.7871881903875811,0.999143318892017
MI6,Midland,had,1,0.205,869.0,1998.0,1.6921083388683198,0.5510519097181883,-1.6921083388683198,-0.5510519097181883
MI6,Midland,had,2,0.214,838.0,1882.0,1.5012748381683,0.303703014919311,-1.5012748381683,-0.303703014919311
MI6,Midland,had,3,0.208,861.0,1930.0,1.6428609838489598,0.4060542817326395,-1.6428609838489598,-0.4060542817326395
MI6,Midland,had,4,0.214,870.0,1984.0,1.6982642582457397,0.5211994568976341,-1.6982642582457397,-0.5211994568976341
MI6,Midland,had,5,0.201,751.0,2044.0,0.9657098523327609,0.6491385404142949,-0.9657098523327609,-0.6491385404142949
MI6,Midland,hayed,1,0.189,482.0,2304.0,-0.6902324601932164,1.2035412356531578,0.6902324601932164,-1.2035412356531578
MI6,Midland,hayed,2,0.198,478.0,2282.0,-0.7148561377028964,1.1566302383637155,0.7148561377028964,-1.1566302383637155
MI6,Midland,hayed,3,0.191,493.0,2267.0,-0.6225173470415964,1.1246454674845503,0.6225173470415964,-1.1246454674845503
MI6,Midland,hayed,4,0.199,458.0,2325.0,-0.8379745252512961,1.248319914883989,0.8379745252512961,-1.248319914883989
MI6,Midland,hayed,5,0.196,511.0,2282.0,-0.5117107982480367,1.1566302383637155,0.5117107982480367,-1.1566302383637155
MI6,Midland,head,1,0.159,681.0,2011.0,0.5347954959133616,0.5787720444801314,-0.5347954959133616,-0.5787720444801314
MI6,Midland,head,2,0.176,661.0,2037.0,0.4116771083649618,0.6342123140040178,-0.4116771083649618,-0.6342123140040178
MI6,Midland,head,3,0.16,687.0,1930.0,0.5717310121778816,0.4060542817326395,-0.5717310121778816,-0.4060542817326395
MI6,Midland,head,4,0.174,674.0,1988.0,0.49170406027142166,0.5297287291320782,-0.49170406027142166,-0.5297287291320782
MI6,Midland,head,5,0.18,674.0,1994.0,0.49170406027142166,0.5425226374837443,-0.49170406027142166,-0.5425226374837443
MI6,Midland,heed,1,0.184,330.0,2716.0,-1.6259322055610548,2.0820562758008947,1.6259322055610548,-2.0820562758008947
MI6,Midland,heed,2,0.175,312.0,2582.0,-1.7367387543546147,1.7963256559470189,1.7367387543546147,-1.7963256559470189
MI6,Midland,heed,3,0.171,315.0,2666.0,-1.7182709962223546,1.975440372870344,1.7182709962223546,-1.975440372870344
MI6,Midland,heed,4,0.175,308.0,2707.0,-1.7613624318642946,2.0628654132733955,1.7613624318642946,-2.0628654132733955
MI6,Midland,heed,5,0.179,376.0,2575.0,-1.3427599141997353,1.781399429536742,1.3427599141997353,-1.781399429536742
MI6,Midland,hid,1,0.141,479.0,2113.0,-0.7087002183254764,0.7962684864584546,0.7087002183254764,-0.7962684864584546
MI6,Midland,hid,2,0.137,469.0,2105.0,-0.7702594120996762,0.7792099419895665,0.7702594120996762,-0.7792099419895665
MI6,Midland,hid,3,0.14,471.0,2062.0,-0.7579475733448362,0.687520265469293,0.7579475733448362,-0.687520265469293
MI6,Midland,hid,4,0.14,470.0,2097.0,-0.7641034927222562,0.7621513975206784,0.7641034927222562,-0.7621513975206784
MI6,Midland,hid,5,0.162,471.0,2108.0,-0.7579475733448362,0.7856068961653996,0.7579475733448362,-0.7856068961653996
MI6,Midland,hod,1,0.211,829.0,1294.0,1.44587156377152,-0.9501000035439637,-1.44587156377152,0.9501000035439637
MI6,Midland,hod,2,0.202,848.0,1358.0,1.5628340319424998,-0.813631647792859,-1.5628340319424998,0.813631647792859
MI6,Midland,hod,3,0.237,854.0,1381.0,1.5997695482070198,-0.7645883324448057,-1.5997695482070198,0.7645883324448057
MI6,Midland,hod,4,0.215,836.0,1323.0,1.48896299941346,-0.8882627798442444,-1.48896299941346,0.8882627798442444
MI6,Midland,hod,5,0.206,842.0,1262.0,1.52589851567798,-1.0183341814195161,-1.52589851567798,1.0183341814195161
MI6,Midland,hoed,1,0.208,521.0,1040.0,-0.45015160447383673,-1.4917087904311606,0.45015160447383673,1.4917087904311606
MI6,Midland,hoed,2,0.216,545.0,1078.0,-0.302409539415757,-1.4106807042039422,0.302409539415757,1.4106807042039422
MI6,Midland,hoed,3,0.193,503.0,1084.0,-0.5609581532673966,-1.397886795852276,0.5609581532673966,1.397886795852276
MI6,Midland,hoed,4,0.221,541.0,1131.0,-0.32703321692543696,-1.2976678470975587,0.32703321692543696,1.2976678470975587
MI6,Midland,hoed,5,0.204,550.0,1132.0,-0.2716299425286571,-1.2955355290389476,0.2716299425286571,1.2955355290389476
MI6,Midland,hood,1,0.142,481.0,1355.0,-0.6963883795706364,-0.820028601968692,0.6963883795706364,0.820028601968692
MI6,Midland,hood,2,0.165,532.0,1438.0,-0.38243649132221685,-0.6430462031039781,0.38243649132221685,0.6430462031039781
MI6,Midland,hood,3,0.159,483.0,1476.0,-0.6840765408157964,-0.5620181168767596,0.6840765408157964,0.5620181168767596
MI6,Midland,hood,4,0.189,490.0,1365.0,-0.6409851051738564,-0.7987054213825819,0.6409851051738564,0.7987054213825819
MI6,Midland,hood,5,0.178,499.0,1448.0,-0.5855818307770765,-0.6217230225178679,0.5855818307770765,0.6217230225178679
MI6,Midland,hud,1,0.167,650.0,1537.0,0.3439619952133419,-0.4319467153014879,-0.3439619952133419,0.4319467153014879
MI6,Midland,hud,2,0.148,677.0,1602.0,0.5101718184036816,-0.2933460414917722,-0.5101718184036816,0.2933460414917722
MI6,Midland,hud,3,0.144,660.0,1601.0,0.4055211889875418,-0.2954783595503832,-0.4055211889875418,0.2954783595503832
MI6,Midland,hud,4,0.175,676.0,1613.0,0.5040158990262616,-0.26989054284705105,-0.5040158990262616,0.26989054284705105
